SEQ,IDW,MIDW,W,ID,HV,HD,IC_BAR,MAX_IC,I_ORB,MAX_ORB,M1,M2,IC0,IC1,IC2,IC3,IC4,IC5,IC6,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,SIC6,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,CIC6,S0,S1,S2,S3,S4,S5,S6,SC3,SC4,SC5,SC6,SCY5,SCY6,SPC4,SPC5,SPC6,B0,B1,B2,B3,B4,B5,B6,BC3,BC4,BC5,BC6,BCY5,BCY6,BPC4,BPC5,BPC6,V0,V1,V2,V3,V4,V5,V6,VC3,VC4,VC5,VC6,VCY5,VCY6,VPC4,VPC5,VPC6,K0,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,J,JB,JX,JY,EDH,ED,VOL,HOMO,HOMO1,LUMO,LUMO1,HF,IP,DM,AZV1,AZV2,AZV3,AZV4,AZV5,ASV1,ASV2,ASV3,ASV4,ASV5,DSV1,DSV2,DSV3,DSV4,DSV5,AZS1,AZS2,ASZ1,ASZ2,ASZ3,ASZ4,ASZ5,DN2S1,DN2S2,DN2S3,DN2S4,DN2S5,DN211,DN212,DN213,DN214,DN215,AS11,AS12,AS13,AS14,AS15,DS11,DS12,DS13,DS14,DS15,ASN1,ASN2,ASN3,ASN4,ASN5,DSN1,DSN2,DSN3,DSN4,DSN5,DN2N1,DN2N2,DN2N3,DN2N4,DN2N5,ANS1,ANS2,ANV1,ANV2,ANV3,ANV4,ANV5,AZN1,AZN2,AZN3,AZN4,AZN5,ANZ1,ANZ2,ANZ3,ANZ4,ANZ5,AN11,AN12,AN13,AN14,AN15,DSZ1,DSZ2,DSZ3,DSZ4,DSZ5,ANN1,ANN2,ANN3,ANN4,ANN5,DN2Z1,DN2Z2,DN2Z3,DN2Z4,DN2Z5,SMILES,ACT
11.0000,6.6957,1.8887,4.9767,1.4832,1.2087,1.4279,1.0378,1.9459,1.4949,1.6094,4.0431,4.1744,0.8038,1.1496,1.3355,1.5442,1.5937,1.6335,1.6529,0.2515,0.4048,0.4996,0.6163,0.6455,0.6699,0.6816,1.4078,1.1522,0.9243,0.4935,0.3365,0.1823,0.0953,2.1613,1.8500,1.7445,1.5690,1.4129,1.2837,0.8908,0.4837,0.0000,0.0797,0.0000,0.0000,0.1406,0.8294,1.0832,1.3674,2.0128,1.5522,1.3167,1.0232,0.7885,0.6087,0.3286,0.2738,0.0000,0.0247,0.0000,0.0000,0.0450,0.4128,0.4916,0.5839,1.9628,1.5269,1.2829,1.0203,0.7921,0.6038,0.3104,0.2335,0.0000,0.0276,0.0000,0.0000,0.0507,0.3934,0.4756,0.5539,2.4849,2.5649,2.8332,3.0445,3.2581,3.4657,3.2189,3.0445,2.9444,2.7726,1.0986,1.0757,1.3426,1.3395,1.3434,6.5688,5.1108,4.8426,-7.8845,-8.8122,-0.2256,0.5448,46.7811,7.8845,2.0620,1.3499,0.6020,1.8743,3.8376,1.2985,0.1610,0.0038,0.8477,6.8290,0.1403,0.1506,0.0037,0.8195,6.9640,0.1250,10.6464,18.7222,0.4316,0.0412,1.1955,5.8606,0.3633,6.3735,10.3476,4.3970,0.2022,6.3725,0.0721,0.0005,0.6455,7.4699,0.0721,0.0828,0.0010,0.6572,7.6518,0.0695,0.0783,0.0010,0.6336,7.8263,0.0609,0.6675,0.1135,1.4067,5.2587,0.5833,0.6400,0.1167,1.3694,5.4324,0.5254,0.6005,0.0598,1.3884,5.0777,0.6002,10.9516,17.7280,1.0290,0.2764,1.6860,4.2848,0.9988,2.7532,3.0337,2.6175,2.3244,2.7495,1.8089,1.2218,2.1381,3.3190,1.8049,0.6079,0.0619,1.3943,5.0843,0.6071,0.4139,0.0446,1.1590,6.0565,0.3195,2.3226,2.1658,2.4030,2.7465,2.3211,0.3751,0.0187,1.1747,5.6773,0.3748,Nc1ccc2c,-0.67
12.0000,7.9858,2.0705,6.0521,1.6174,1.2579,1.5806,1.0239,1.9459,1.6267,1.6094,4.6151,4.8363,0.7715,1.1455,1.3481,1.5531,1.6639,1.7215,1.7468,0.2167,0.3688,0.4656,0.5738,0.6366,0.6704,0.6856,1.5358,1.2983,1.0842,0.7328,0.4233,0.1939,0.0686,2.5181,2.2346,2.1692,2.0978,2.0390,1.9600,1.7037,0.7391,0.0000,0.2964,0.0000,0.0000,0.2127,1.4007,1.9115,2.4415,2.3538,1.9032,1.6806,1.4575,1.2610,1.0626,0.7669,0.4194,0.0000,0.1062,0.0000,0.0000,0.0686,0.7807,1.0371,1.3153,2.3296,1.9118,1.7073,1.5129,1.3324,1.1442,0.8359,0.4259,0.0000,0.1133,0.0000,0.0000,0.0834,0.8198,1.1069,1.4078,2.8904,3.0445,3.4340,3.8286,4.2195,4.5747,4.6913,4.8520,4.9904,5.1475,5.0304,0.9903,1.2539,1.2519,1.2545,7.3965,6.1719,5.1885,-7.5055,-8.7832,-0.9501,-0.0915,82.8071,7.5055,1.9260,1.7383,0.8740,2.2846,4.2825,1.6960,0.1127,0.0013,0.8529,8.2861,0.0920,0.1068,0.0013,0.8289,8.4059,0.0831,10.2714,18.8755,0.2991,0.0140,1.1766,7.3969,0.2291,6.0130,9.1908,4.4335,0.6035,6.0116,0.0490,0.0001,0.6542,8.8158,0.0490,0.0545,0.0003,0.6454,9.1889,0.0416,0.0523,0.0004,0.6254,9.3332,0.0371,0.6688,0.0918,1.5558,6.3573,0.5440,0.6490,0.0983,1.5224,6.5014,0.4957,0.6170,0.0420,1.5704,5.9850,0.6168,10.9897,17.0923,1.1155,0.2337,1.9246,5.0972,1.0904,3.5702,4.2713,3.2270,2.4063,3.5665,1.8456,0.9861,2.3528,4.1875,1.8437,0.6309,0.0445,1.5822,5.9695,0.6306,0.2900,0.0157,1.1460,7.5527,0.2041,2.7694,2.6505,2.8296,3.1764,2.7688,0.2654,0.0054,1.1856,7.0224,0.2652,Nc1cc2cc,3.16
13.0000,7.9914,2.0411,6.0913,1.5929,1.3316,1.5527,1.1641,1.7918,1.5841,1.6094,4.3944,4.5218,0.9609,1.2876,1.4800,1.6707,1.6993,1.7133,1.7133,0.2949,0.4434,0.5435,0.6513,0.6683,0.6765,0.6765,1.4076,1.1240,0.8364,0.3257,0.2078,0.1432,0.1432,2.5292,2.1593,2.0748,1.8472,1.6506,1.4846,1.1072,0.7524,0.0000,0.2231,0.0000,0.0000,0.1544,1.1906,1.3815,1.6818,2.3495,1.8324,1.6014,1.2706,0.9958,0.7669,0.4523,0.4187,0.0000,0.0630,0.0000,0.0000,0.0545,0.6238,0.6861,0.7894,2.2471,1.7527,1.4891,1.1869,0.9231,0.6981,0.3859,0.3185,0.0000,0.0392,0.0000,0.0000,0.0545,0.5068,0.5833,0.6663,2.8332,2.8904,3.1781,3.3673,3.5553,3.7612,3.6636,3.6889,3.5553,3.4340,3.2189,1.0574,1.2587,1.2416,1.2641,7.2853,6.2060,5.1428,-8.8386,-9.6267,-1.0271,-0.5398,49.6629,8.8386,5.7360,1.5998,0.7635,2.1685,4.2223,1.5082,0.0948,0.0010,0.7824,8.1946,0.0744,0.0892,0.0009,0.7541,8.3995,0.0630,10.5237,18.5884,0.2727,0.0112,1.1296,7.1455,0.2200,6.0387,9.3034,4.4162,0.4989,6.0371,0.0502,0.0002,0.6458,8.5639,0.0502,0.0482,0.0003,0.6059,8.9854,0.0381,0.0457,0.0003,0.5841,9.1600,0.0333,0.5818,0.0651,1.4660,6.2147,0.4830,0.5583,0.0673,1.4288,6.3890,0.4328,0.6010,0.0416,1.5326,5.7942,0.6006,11.0217,16.9630,1.0477,0.2151,1.8485,4.9548,1.0015,3.4444,4.0783,3.1355,2.3242,3.4394,1.8952,1.1128,2.3501,3.9426,1.8868,0.6336,0.0478,1.5604,5.7480,0.6331,0.2602,0.0119,1.0964,7.3155,0.1947,2.7179,2.6055,2.7752,3.0222,2.7170,0.2831,0.0068,1.1893,6.7491,0.2816,Nc1cccc(,-0.55
14.0000,6.3871,1.8475,4.7185,1.4282,1.1681,1.3972,0.9251,1.7918,1.4637,1.6094,3.8918,4.0073,0.7848,1.1885,1.3392,1.4132,1.5164,1.5719,1.5719,0.2335,0.4081,0.4837,0.5230,0.5800,0.6119,0.6119,1.4660,1.1762,0.9962,0.8813,0.6770,0.5347,0.5347,2.1661,1.7244,1.6829,1.4884,1.1320,0.9466,0.4713,0.6642,0.0000,0.2874,0.0000,0.0000,0.0545,1.1487,1.1547,1.4757,2.0986,1.5379,1.3915,1.1346,0.7443,0.5452,0.2143,0.4555,0.0000,0.1544,0.0000,0.0000,0.0208,0.7880,0.7203,0.9095,2.0454,1.4913,1.3332,1.0585,0.6846,0.4892,0.1873,0.4161,0.0000,0.1231,0.0000,0.0000,0.0208,0.6991,0.6329,0.7766,2.3979,2.3979,2.7081,2.8332,2.8332,2.9444,2.3979,1.0986,0.0000,0.0000,0.0000,1.2418,1.4544,1.4500,1.4558,6.8645,4.8823,4.8986,-7.9552,-9.1085,0.7537,1.0003,8.8539,7.9552,1.4680,1.2077,0.5404,1.7307,3.7128,1.0881,0.1837,0.0061,0.8469,6.3825,0.1433,0.1772,0.0066,0.8140,6.5971,0.1151,10.8720,18.1858,0.4883,0.0548,1.2238,5.3490,0.4253,6.4587,10.6133,4.3921,0.1438,6.4579,0.0788,0.0007,0.6445,7.0925,0.0787,0.0989,0.0015,0.6799,7.1458,0.0834,0.0953,0.0017,0.6583,7.3033,0.0732,0.7126,0.1442,1.4058,4.8502,0.6258,0.6932,0.1559,1.3726,5.0068,0.5652,0.5985,0.0651,1.3512,4.7973,0.5981,11.0432,17.2964,0.9584,0.2790,1.5844,4.0714,0.8743,2.6060,2.8400,2.4986,2.2658,2.5945,1.8129,1.3011,2.0976,3.0789,1.8062,0.6094,0.0687,1.3594,4.8363,0.6073,0.4726,0.0588,1.1931,5.5022,0.3820,2.2399,2.0927,2.3175,2.6027,2.2358,0.4051,0.0247,1.1737,5.2997,0.4045,Cc1cc(C),-1.32
15.0000,7.4510,1.9914,5.6095,1.5596,1.2587,1.5131,1.0730,1.7918,1.5701,1.3863,4.3694,4.5539,0.7871,1.1991,1.4511,1.6202,1.6871,1.7018,1.7018,0.2295,0.4048,0.5330,0.6275,0.6668,0.6760,0.6760,1.4920,1.2021,0.8654,0.4637,0.2151,0.1484,0.1484,2.3556,2.0596,1.9860,1.8616,1.7554,1.6396,1.3145,0.6387,0.0000,0.1756,0.0000,0.0760,0.3177,1.1429,1.5418,1.9256,2.2245,1.7954,1.6084,1.3747,1.1750,0.9764,0.6622,0.4154,0.0000,0.0770,0.0000,0.0431,0.1432,0.7120,0.9254,1.1207,2.1777,1.7598,1.5584,1.3408,1.1445,0.9326,0.6190,0.3681,0.0000,0.0770,0.0000,0.0431,0.1432,0.6740,0.8887,1.0619,2.7081,2.8332,3.1781,3.4965,3.8286,4.0775,4.0775,4.1589,4.2195,3.8501,3.6376,1.0120,1.1933,1.1909,1.1939,7.1538,5.7772,5.0664,-8.3370,-8.8789,-0.1703,0.5354,53.1820,8.3370,1.4410,1.5623,0.7494,2.0994,4.0850,1.5134,0.1248,0.0018,0.8356,7.6706,0.1065,0.1163,0.0017,0.8083,7.7980,0.0953,10.7746,18.1574,0.3336,0.0194,1.1647,6.7514,0.2702,6.1659,9.6912,4.4133,0.3842,6.1645,0.0580,0.0003,0.6491,8.2247,0.0579,0.0616,0.0005,0.6368,8.5433,0.0499,0.0581,0.0005,0.6139,8.7025,0.0439,0.6360,0.0868,1.4659,5.9068,0.5400,0.6083,0.0882,1.4284,6.0656,0.4878,0.6073,0.0487,1.4860,5.5892,0.6070,11.0765,16.7023,1.0804,0.2548,1.8192,4.7317,1.0526,3.2016,3.7137,2.9521,2.3758,3.1975,1.8299,1.0886,2.2568,3.8010,1.8273,0.6211,0.0517,1.4976,5.5775,0.6207,0.3184,0.0207,1.1295,6.9265,0.2384,2.5691,2.4335,2.6382,2.9864,2.5682,0.3090,0.0093,1.1789,6.4315,0.3087,Nc1ccc2C,0.89
16.0000,7.9876,2.0398,6.0890,1.5882,1.3483,1.5507,1.1787,1.3863,1.3863,1.0986,4.4188,4.5643,0.9609,1.3389,1.4306,1.5145,1.5145,1.5145,1.5145,0.2949,0.4694,0.5170,0.5625,0.5625,0.5625,0.5625,1.4076,1.0595,0.9243,0.7673,0.7673,0.7673,0.7673,2.5422,2.1489,2.0863,1.9379,1.6164,1.4814,1.1588,0.8224,0.0000,0.3485,0.0000,0.0000,0.1275,1.4146,1.5014,1.8166,2.4392,1.9060,1.7224,1.4695,1.0445,0.8459,0.5568,0.5562,0.0000,0.1773,0.0000,0.0000,0.0469,0.9532,0.8924,1.0346,2.3876,1.8621,1.6653,1.3835,1.0203,0.8038,0.5056,0.5074,0.0000,0.1284,0.0000,0.0000,0.0469,0.8307,0.8237,0.9513,2.8332,2.8904,3.2189,3.4340,3.5553,3.8067,3.7612,3.6889,3.6109,3.5553,3.2189,1.0592,1.2533,1.2381,1.2539,7.3286,6.2301,5.2322,-8.0446,-8.6677,0.2814,0.3499,39.4263,8.0446,1.3170,1.5842,0.7842,2.1414,4.2919,1.4084,0.0959,0.0010,0.7835,8.1837,0.0739,0.0902,0.0009,0.7545,8.3827,0.0621,10.8319,17.8832,0.2981,0.0124,1.1675,7.1220,0.2414,6.0390,9.3040,4.4163,0.4984,6.0373,0.0502,0.0002,0.6459,8.5630,0.0502,0.0484,0.0003,0.6082,8.9858,0.0384,0.0458,0.0003,0.5864,9.1619,0.0337,0.5844,0.0638,1.4698,6.2151,0.4868,0.5599,0.0647,1.4328,6.3909,0.4369,0.6012,0.0417,1.5327,5.7933,0.6008,11.1100,16.2697,1.0456,0.2189,1.8434,4.9476,0.9874,3.3881,4.0005,3.1014,2.3603,3.3546,2.0451,1.5578,2.4059,3.9424,1.9572,0.6338,0.0479,1.5605,5.7515,0.6332,0.2815,0.0123,1.1314,7.3257,0.2119,2.7183,2.6067,2.7754,3.0255,2.7171,0.3241,0.0121,1.2256,6.7673,0.2974,Nc1ccc(c,0.81
17.0000,6.0469,1.7953,4.4427,1.3972,1.1436,1.3538,0.9282,1.6094,1.4279,1.0986,3.7612,3.8501,0.7971,1.2113,1.4132,1.4920,1.5573,1.5573,1.5573,0.2484,0.4357,0.5417,0.5861,0.6243,0.6243,0.6243,1.4117,1.0865,0.7943,0.6286,0.4543,0.4543,0.4543,2.0609,1.6483,1.5837,1.3507,1.0357,0.8467,0.4081,0.5653,0.0000,0.1544,0.0000,0.0000,0.0658,0.9075,0.9392,1.1236,1.9785,1.4441,1.2776,0.9791,0.6371,0.4466,0.1706,0.3750,0.0000,0.0797,0.0000,0.0000,0.0237,0.5822,0.5377,0.6092,1.9182,1.3930,1.2119,0.8858,0.6021,0.3778,0.1536,0.3322,0.0000,0.0469,0.0000,0.0000,0.0237,0.4688,0.4644,0.4830,2.3026,2.3026,2.5649,2.6391,2.6391,2.7081,2.0794,0.6931,0.0000,0.0000,0.0000,1.2078,1.4284,1.4233,1.4296,6.5259,4.6030,4.7825,-8.2767,-9.3989,0.6067,0.6802,5.6937,8.2767,1.4790,1.1402,0.4935,1.6518,3.6145,1.0366,0.1962,0.0073,0.8444,6.0489,0.1608,0.1875,0.0077,0.8114,6.2551,0.1304,11.0420,17.4222,0.5214,0.0682,1.2205,5.0218,0.4637,6.5538,10.9093,4.3871,0.1080,6.5528,0.0866,0.0009,0.6429,6.7851,0.0865,0.1068,0.0019,0.6770,6.8171,0.0923,0.1023,0.0021,0.6546,6.9775,0.0810,0.7003,0.1458,1.3620,4.6286,0.6259,0.6777,0.1546,1.3279,4.7877,0.5648,0.5954,0.0711,1.3099,4.5969,0.5950,11.1224,16.7256,0.9486,0.2913,1.5397,3.8926,0.8748,2.4085,2.5347,2.3530,2.2580,2.3987,1.7996,1.3571,2.0444,2.8945,1.7920,0.6012,0.0735,1.3138,4.6440,0.5989,0.5019,0.0714,1.1886,5.1774,0.4172,2.1304,1.9705,2.2149,2.5209,2.1260,0.4395,0.0334,1.1718,4.9936,0.4389,Cc1ccc(N,-2.22
18.0000,7.6946,2.0169,5.8230,1.5763,1.2975,1.5334,1.1550,1.3863,1.3798,1.0986,4.4427,4.6250,0.8355,1.2672,1.4568,1.5356,1.5356,1.5356,1.5356,0.2429,0.4292,0.5259,0.5687,0.5687,0.5687,0.5687,1.4927,1.1644,0.9014,0.7472,0.7472,0.7472,0.7472,2.4348,2.1086,2.0694,1.9113,1.8088,1.6588,1.4195,0.7807,0.0000,0.1756,0.0000,0.0760,0.3060,1.2476,1.6487,2.0030,2.3195,1.8614,1.7044,1.4334,1.2436,1.0094,0.7566,0.5200,0.0000,0.0770,0.0000,0.0431,0.1398,0.7916,1.0242,1.2000,2.2328,1.7936,1.6114,1.3686,1.1787,0.9416,0.6668,0.4324,0.0000,0.0770,0.0000,0.0431,0.1398,0.7208,0.9462,1.1046,2.7726,2.8904,3.2581,3.5553,3.8918,4.1431,4.2341,4.3175,4.3567,4.1109,3.8918,1.0014,1.1746,1.1706,1.1759,7.3813,5.9937,5.1299,-7.7575,-9.0115,0.0033,0.6149,51.4758,7.7575,2.7310,1.6029,0.7938,2.1446,4.1558,1.5233,0.1119,0.0014,0.8185,7.9143,0.0922,0.1040,0.0013,0.7892,8.0557,0.0802,10.9548,17.4086,0.3022,0.0145,1.1487,6.9887,0.2440,6.1047,9.5002,4.4170,0.4489,6.1030,0.0541,0.0002,0.6489,8.4229,0.0541,0.0548,0.0003,0.6242,8.7860,0.0441,0.0514,0.0003,0.6013,8.9352,0.0389,0.6123,0.0745,1.4717,6.0801,0.5168,0.5829,0.0741,1.4334,6.2290,0.4670,0.6068,0.0455,1.5124,5.7179,0.6065,11.1576,15.7880,1.0800,0.2453,1.8440,4.8487,1.0388,3.3301,3.9095,3.0481,2.3775,3.3250,1.8482,1.0741,2.2971,3.9172,1.8441,0.6261,0.0494,1.5287,5.6990,0.6256,0.2863,0.0150,1.1134,7.1500,0.2159,2.6430,2.5168,2.7074,3.0368,2.6420,0.2932,0.0077,1.1817,6.6267,0.2929,Nc1ccc2-,0.48
19.0000,8.0010,2.0695,6.0684,1.6174,1.2644,1.5800,1.0760,2.1972,1.6267,1.9459,4.6151,4.8442,0.7715,1.1455,1.3473,1.5617,1.6639,1.6956,1.7087,0.2167,0.3688,0.4650,0.5789,0.6366,0.6554,0.6632,1.5358,1.2983,1.0852,0.7129,0.4233,0.3053,0.2515,2.5181,2.2364,2.1595,2.1064,2.0416,1.9505,1.6871,0.7066,0.0000,0.3358,0.0000,0.0620,0.3542,1.4185,1.9360,2.4408,2.3538,1.9049,1.6724,1.4658,1.2582,1.0519,0.7533,0.4001,0.0000,0.1204,0.0000,0.0227,0.1196,0.7934,1.0491,1.3064,2.3296,1.9126,1.7004,1.5221,1.3431,1.1401,0.8320,0.4101,0.0000,0.1319,0.0000,0.0305,0.1484,0.8394,1.1391,1.4190,2.8904,3.0445,3.4340,3.8501,4.2485,4.5747,4.7095,4.8978,5.0304,4.9836,4.9273,0.9854,1.2490,1.2470,1.2496,7.4376,6.2207,5.1979,-8.0532,-8.7295,-0.8104,0.2244,85.8285,8.0532,2.0630,1.7394,0.8690,2.2865,4.2813,1.7017,0.1086,0.0012,0.8443,8.3052,0.0899,0.1020,0.0011,0.8194,8.4234,0.0811,11.0040,17.0150,0.2879,0.0124,1.1649,7.4047,0.2241,6.0117,9.1884,4.4328,0.6041,6.0101,0.0489,0.0001,0.6537,8.8175,0.0488,0.0522,0.0003,0.6375,9.1967,0.0406,0.0497,0.0003,0.6167,9.3365,0.0362,0.6479,0.0820,1.5426,6.3651,0.5337,0.6236,0.0848,1.5076,6.5047,0.4863,0.6159,0.0418,1.5694,5.9866,0.6157,11.1951,15.0650,1.1156,0.2332,1.9250,5.0987,1.0914,3.5697,4.2686,3.2269,2.4044,3.5669,1.8456,0.9860,2.3528,4.1873,1.8437,0.6309,0.0445,1.5822,5.9694,0.6306,0.2764,0.0134,1.1330,7.5561,0.1996,2.7694,2.6504,2.8296,3.1762,2.7688,0.2649,0.0054,1.1848,7.0241,0.2647,Nc1ccc2c,3.31
20.0000,7.4574,1.9906,5.6168,1.5596,1.2653,1.5123,1.0936,1.7918,1.5701,1.3863,4.3694,4.5539,0.7871,1.1991,1.4511,1.6202,1.6871,1.7018,1.7018,0.2295,0.4048,0.5330,0.6275,0.6668,0.6760,0.6760,1.4920,1.2021,0.8654,0.4637,0.2151,0.1484,0.1484,2.3556,2.0596,1.9860,1.8605,1.7644,1.6168,1.3279,0.6387,0.0000,0.1756,0.0000,0.0760,0.3177,1.1417,1.5550,1.9057,2.2245,1.7954,1.6084,1.3735,1.1860,0.9544,0.6724,0.4154,0.0000,0.0770,0.0000,0.0431,0.1432,0.7110,0.9404,1.1039,2.1777,1.7598,1.5584,1.3397,1.1522,0.9191,0.6249,0.3681,0.0000,0.0770,0.0000,0.0431,0.1432,0.6729,0.8985,1.0526,2.7081,2.8332,3.1781,3.4965,3.8286,4.0604,4.0943,4.1744,4.2047,3.8501,3.6636,1.0076,1.1860,1.1839,1.1866,7.1618,5.7861,5.0601,-8.0977,-9.3177,-0.0943,0.5523,52.8039,8.0977,1.7980,1.5623,0.7500,2.0992,4.0851,1.5128,0.1241,0.0018,0.8341,7.6724,0.1059,0.1153,0.0016,0.8064,7.7966,0.0947,11.1023,16.4822,0.3298,0.0186,1.1615,6.7470,0.2688,6.1648,9.6892,4.4127,0.3846,6.1634,0.0579,0.0003,0.6489,8.2259,0.0579,0.0608,0.0004,0.6347,8.5390,0.0496,0.0571,0.0004,0.6116,8.6948,0.0437,0.6300,0.0833,1.4625,5.9025,0.5374,0.6004,0.0830,1.4244,6.0579,0.4858,0.6068,0.0486,1.4856,5.5903,0.6064,11.2134,14.8760,1.0804,0.2548,1.8192,4.7317,1.0526,3.2016,3.7139,2.9521,2.3759,3.1975,1.8299,1.0886,2.2568,3.8010,1.8273,0.6211,0.0517,1.4976,5.5775,0.6207,0.3134,0.0194,1.1258,6.9187,0.2373,2.5691,2.4335,2.6382,2.9864,2.5682,0.3086,0.0093,1.1784,6.4327,0.3084,Nc1ccc2-,1.93
21.0000,8.0149,2.0382,6.1181,1.5929,1.3442,1.5488,1.1973,1.6094,1.5315,1.3863,4.3944,4.5326,0.9609,1.2876,1.4556,1.6206,1.6561,1.6561,1.6561,0.2949,0.4434,0.5300,0.6222,0.6429,0.6429,0.6429,1.4076,1.1240,0.8813,0.4971,0.3798,0.3798,0.3798,2.5292,2.1613,2.0597,1.8784,1.6649,1.4415,1.0923,0.7120,0.0000,0.2859,0.0000,0.0000,0.1544,1.2473,1.4672,1.7075,2.3495,1.8334,1.5896,1.3054,1.0112,0.7434,0.4415,0.3961,0.0000,0.0980,0.0000,0.0000,0.0545,0.6851,0.7645,0.8390,2.2471,1.7537,1.4796,1.2090,0.9254,0.6831,0.3825,0.3008,0.0000,0.0592,0.0000,0.0000,0.0545,0.5435,0.6222,0.6881,2.8332,2.8904,3.1781,3.4012,3.5553,3.7136,3.6636,3.7377,3.6109,3.2958,3.1355,1.0410,1.2427,1.2261,1.2479,7.2566,6.2007,5.1387,-8.6239,-9.9389,-1.0812,-0.2514,53.0195,8.6239,5.4770,1.6013,0.7561,2.1713,4.2208,1.5164,0.0971,0.0011,0.7858,8.2106,0.0746,0.0922,0.0011,0.7576,8.4475,0.0621,11.1591,15.7128,0.2801,0.0126,1.1345,7.1554,0.2204,6.0347,9.2953,4.4142,0.5006,6.0332,0.0500,0.0002,0.6447,8.5688,0.0499,0.0496,0.0003,0.6093,8.9954,0.0381,0.0476,0.0003,0.5880,9.1818,0.0332,0.5953,0.0728,1.4716,6.2247,0.4837,0.5768,0.0789,1.4355,6.4108,0.4316,0.5990,0.0413,1.5308,5.7991,0.5985,11.2491,13.6393,1.0479,0.2145,1.8490,4.9568,1.0028,3.4439,4.0752,3.1354,2.3217,3.4398,1.8952,1.1128,2.3501,3.9424,1.8868,0.6335,0.0478,1.5604,5.7478,0.6331,0.2704,0.0141,1.1024,7.3318,0.1945,2.7179,2.6053,2.7752,3.0219,2.7170,0.2818,0.0067,1.1875,6.7542,0.2804,Nc1ccccc,-0.62
22.0000,7.3335,1.9559,5.5334,1.5379,1.3073,1.4805,1.1632,1.6094,1.4073,1.3863,4.1744,4.2905,0.7916,1.1122,1.2851,1.4974,1.5759,1.5759,1.5759,0.2335,0.3681,0.4511,0.5636,0.6076,0.6076,0.6076,1.4766,1.2653,1.0886,0.7491,0.5596,0.5596,0.5596,2.3121,1.9961,1.8591,1.6821,1.4732,1.3303,0.9199,0.4837,0.0000,0.0797,0.0000,0.0000,0.1697,0.8548,1.0470,1.2862,2.1629,1.7015,1.4427,1.1503,0.8658,0.6735,0.3723,0.2874,0.0000,0.0276,0.0000,0.0000,0.0583,0.4555,0.4971,0.5670,2.1131,1.6622,1.3833,1.1046,0.8355,0.6339,0.3271,0.2335,0.0000,0.0276,0.0000,0.0000,0.0583,0.4028,0.4574,0.5164,2.6391,2.7081,2.9444,3.1355,3.2958,3.4965,3.2958,3.2189,3.0445,2.8332,2.5649,1.0257,1.2308,1.2282,1.2314,7.0830,5.6562,5.0259,-8.2908,-9.6148,0.0534,0.5771,45.9601,8.2908,1.6770,1.4720,0.6665,2.0177,3.9963,1.4284,0.1213,0.0018,0.8067,7.5042,0.1034,0.1129,0.0017,0.7785,7.6724,0.0913,11.2173,14.8590,0.3337,0.0197,1.1443,6.4943,0.2763,6.2104,9.8545,4.3987,0.3108,6.2090,0.0608,0.0003,0.6431,7.9691,0.0607,0.0616,0.0005,0.6227,8.2863,0.0511,0.0578,0.0005,0.5989,8.4832,0.0444,0.6019,0.0766,1.4146,5.7244,0.5196,0.5733,0.0762,1.3756,5.9207,0.4641,0.5959,0.0499,1.4478,5.4083,0.5955,11.2624,13.1847,1.0406,0.2435,1.7637,4.5882,1.0157,3.0733,3.5228,2.8540,2.3054,3.0702,1.8289,1.1370,2.2232,3.5997,1.8261,0.6201,0.0553,1.4682,5.3724,0.6197,0.3171,0.0205,1.1073,6.7121,0.2407,2.4989,2.3622,2.5686,2.8616,2.4980,0.3224,0.0111,1.1704,6.1759,0.3221,Nc1ccc(c,-0.14
